2, 3
3, 3
4, 3
5, 3
6, 3
7, 3
8, 3
9, 3
10, 3
11, 3
12, 3
13, 3
14, 3
15, 3
16, 3
17, 3
18, 3
19, 3
20, 3
21, 3
22, 3
23, 3
24, 3
25, 3
26, 3
27, 3
28, 3
29, 3
30, 3
31, 3
32, 3
33, 4
34, 4
35, 4
36, 4
37, 4
38, 4
39, 5
40, 5
41, 5
42, 5
43, 5
44, 5
45, 5
46, 5
47, 5
48, 5
49, 5
50, 5
51, 5
52, 5
53, 5
54, 5
55, 5
56, 5
57, 5
58, 5
59, 5
60, 5
61, 5
62, 5
63, 5
64, 5
65, 5
66, 5
67, 5
68, 5
69, 5
70, 6
71, 6
72, 6
73, 6
74, 6
75, 6
76, 6
77, 6
78, 6
79, 6
80, 6
81, 6
82, 7
83, 7
84, 7
85, 7
86, 7
87, 7
88, 7
89, 7
90, 7
91, 8
92, 8
93, 8
94, 9
95, 9
96, 9
97, 9
98, 9
99, 9
100, 9
101, 9
102, 9
103, 9
104, 9
105, 9
106, 9
107, 9
108, 9
109, 9
110, 9
111, 9
112, 9
113, 9
114, 10
115, 10
116, 10
117, 10
118, 10
119, 10
120, 10
121, 10
122, 10
123, 10
124, 10
125, 10
126, 10
127, 10
128, 10
129, 10
130, 10
131, 10
132, 10
133, 10
134, 10
135, 10
136, 10
137, 10
138, 10
139, 10
140, 10
141, 10
142, 10
143, 10
144, 10
145, 10
146, 11
147, 11
148, 12
149, 12
150, 12
151, 12
152, 12
153, 12
154, 12
155, 12
156, 12
157, 12
158, 12
159, 12
160, 12
161, 12
162, 12
163, 12
164, 12
165, 12
166, 12
167, 12
168, 12
169, 12
170, 12
171, 12
172, 12
173, 12
174, 12
175, 12
176, 12
177, 12
178, 12
179, 12
180, 12
181, 12
182, 12
183, 12
184, 12
185, 12
186, 12
187, 12
188, 13
189, 13
190, 13
191, 13
192, 14
193, 14
194, 14
195, 14
196, 14
197, 14
198, 14
199, 14
200, 14
201, 14
202, 14
203, 14
204, 14
205, 14
206, 14
207, 14
208, 14
209, 14
210, 14
211, 14
212, 14
213, 14
214, 14
215, 14
216, 14
217, 14
218, 14
219, 14
220, 14
221, 14
222, 14
223, 14
224, 15
225, 15
226, 15
227, 15
228, 15
229, 16
230, 16
231, 16
232, 16
233, 16
234, 16
235, 16
236, 16
237, 16
238, 16
239, 16
240, 16
241, 16
242, 16
243, 16
244, 16
245, 16
246, 16
247, 16
248, 16
249, 16
250, 16
251, 16
252, 16
253, 16
254, 16
255, 16
256, 16
257, 16
258, 16
259, 16
260, 16
261, 16
262, 16
263, 16
264, 16
265, 16
266, 16
267, 16
268, 16
269, 16
270, 16
271, 16
272, 16
273, 16
274, 16
275, 16
276, 16
277, 16
278, 16
279, 16
280, 16
281, 16
282, 16
283, 16
284, 16
285, 16
286, 17
287, 17
288, 17
289, 17
290, 17
291, 17
292, 17
293, 17
294, 17
295, 17
296, 17
297, 17
298, 17
299, 17
300, 17
301, 17
302, 17
303, 17
304, 17
305, 17
306, 17
307, 17
308, 17
309, 17
310, 17
311, 17
312, 17
313, 17
314, 17
315, 17
316, 17
317, 17
318, 17
319, 17
320, 17
321, 18
322, 18
323, 19
324, 19
325, 19
326, 19
327, 19
328, 19
329, 19
330, 19
331, 19
332, 19
333, 19
334, 19
335, 19
336, 19
337, 19
338, 19
339, 19
